Model,Dataset,Metric,Value,Split
LightGBM,Test,R2,0.944567,34
LightGBM,Test,RMSE,14.168305,34
LightGBM,Test,MAE,7.877727,34
LightGBM,Test,R2,0.749715,35
LightGBM,Test,RMSE,28.302041,35
LightGBM,Test,MAE,12.902715,35
LightGBM,Test,R2,0.926075,36
LightGBM,Test,RMSE,15.513591,36
LightGBM,Test,MAE,8.651293,36
LightGBM,Test,R2,0.944766,37
LightGBM,Test,RMSE,13.300167,37
LightGBM,Test,MAE,8.467513,37
LightGBM,Test,R2,0.831816,38
LightGBM,Test,RMSE,25.827230,38
LightGBM,Test,MAE,10.651151,38
LightGBM,Test,R2,0.962077,39
LightGBM,Test,RMSE,11.932046,39
LightGBM,Test,MAE,6.707761,39
LightGBM,Test,R2,0.966655,40
LightGBM,Test,RMSE,12.402690,40
LightGBM,Test,MAE,7.522358,40
LightGBM,Test,R2,0.921835,41
LightGBM,Test,RMSE,17.921656,41
LightGBM,Test,MAE,7.899576,41
LightGBM,Test,R2,0.961264,42
LightGBM,Test,RMSE,12.036983,42
LightGBM,Test,MAE,7.498659,42
LightGBM,Test,R2,0.966224,43
LightGBM,Test,RMSE,11.962645,43
LightGBM,Test,MAE,7.816681,43
LightGBM,Test,R2,0.967673,44
LightGBM,Test,RMSE,11.248877,44
LightGBM,Test,MAE,7.164411,44
LightGBM,Test,R2,0.987160,45
LightGBM,Test,RMSE,7.426900,45
LightGBM,Test,MAE,5.279034,45
LightGBM,Test,R2,0.889987,46
LightGBM,Test,RMSE,18.760547,46
LightGBM,Test,MAE,10.493084,46
LightGBM,Test,R2,0.877886,47
LightGBM,Test,RMSE,18.979790,47
LightGBM,Test,MAE,8.836406,47
LightGBM,Test,R2,0.963265,48
LightGBM,Test,RMSE,13.714130,48
LightGBM,Test,MAE,8.862829,48
LightGBM,Test,R2,0.973022,49
LightGBM,Test,RMSE,10.308826,49
LightGBM,Test,MAE,5.965344,49
GPR,Train,R2,0.985610,0
GPR,Train,RMSE,7.605805,0
GPR,Train,MAE,3.641095,0
GPR,Train,R2,0.987683,1
GPR,Train,RMSE,6.792111,1
GPR,Train,MAE,3.117080,1
GPR,Train,R2,0.984883,2
GPR,Train,RMSE,7.586514,2
GPR,Train,MAE,3.473123,2
GPR,Train,R2,0.984014,3
GPR,Train,RMSE,7.971328,3
GPR,Train,MAE,3.491288,3
GPR,Train,R2,0.988736,4
GPR,Train,RMSE,6.626462,4
GPR,Train,MAE,3.357557,4
GPR,Train,R2,0.986733,5
GPR,Train,RMSE,7.006620,5
GPR,Train,MAE,3.437096,5
GPR,Train,R2,0.991907,6
GPR,Train,RMSE,5.486947,6
GPR,Train,MAE,3.027846,6
GPR,Train,R2,0.988446,7
GPR,Train,RMSE,6.508712,7
GPR,Train,MAE,3.281692,7
GPR,Train,R2,0.984876,8
GPR,Train,RMSE,7.695531,8
GPR,Train,MAE,3.783171,8
GPR,Train,R2,0.988116,9
GPR,Train,RMSE,6.741930,9
GPR,Train,MAE,3.417566,9
GPR,Train,R2,0.979515,10
GPR,Train,RMSE,8.980068,10
GPR,Train,MAE,3.838632,10
GPR,Train,R2,0.985839,11
GPR,Train,RMSE,7.327079,11
GPR,Train,MAE,3.378963,11
GPR,Train,R2,0.989257,12
GPR,Train,RMSE,6.258751,12
GPR,Train,MAE,3.271293,12
GPR,Train,R2,0.989768,13
GPR,Train,RMSE,6.202613,13
GPR,Train,MAE,3.301949,13
GPR,Train,R2,0.989848,14
GPR,Train,RMSE,6.031124,14
GPR,Train,MAE,3.016957,14
GPR,Train,R2,0.983489,15
GPR,Train,RMSE,8.130354,15
GPR,Train,MAE,3.632183,15
GPR,Train,R2,0.987011,16
GPR,Train,RMSE,7.099418,16
GPR,Train,MAE,3.651050,16
GPR,Train,R2,0.982440,17
GPR,Train,RMSE,8.224249,17
GPR,Train,MAE,3.975640,17
GPR,Train,R2,0.984317,18
GPR,Train,RMSE,7.661040,18
GPR,Train,MAE,3.368254,18
GPR,Train,R2,0.986181,19
GPR,Train,RMSE,7.295064,19
GPR,Train,MAE,3.493744,19
GPR,Train,R2,0.988941,20
GPR,Train,RMSE,6.571943,20
GPR,Train,MAE,2.955773,20
GPR,Train,R2,0.989354,21
GPR,Train,RMSE,6.461372,21
GPR,Train,MAE,3.471638,21
GPR,Train,R2,0.989977,22
GPR,Train,RMSE,6.199913,22
GPR,Train,MAE,3.135132,22
GPR,Train,R2,0.985411,23
GPR,Train,RMSE,7.667499,23
GPR,Train,MAE,3.436227,23
GPR,Train,R2,0.989571,24
GPR,Train,RMSE,6.451602,24
GPR,Train,MAE,3.532781,24
GPR,Train,R2,0.989995,25
GPR,Train,RMSE,6.163441,25
GPR,Train,MAE,3.558499,25
GPR,Train,R2,0.988645,26
GPR,Train,RMSE,6.728528,26
GPR,Train,MAE,3.462842,26
GPR,Train,R2,0.989444,27
GPR,Train,RMSE,6.553269,27
GPR,Train,MAE,3.163485,27
GPR,Train,R2,0.991457,28
GPR,Train,RMSE,5.718564,28
GPR,Train,MAE,3.228422,28
GPR,Train,R2,0.989222,29
GPR,Train,RMSE,6.423630,29
GPR,Train,MAE,3.466818,29
GPR,Train,R2,0.988333,30
GPR,Train,RMSE,6.621445,30
GPR,Train,MAE,3.428516,30
GPR,Train,R2,0.985256,31
GPR,Train,RMSE,7.559801,31
GPR,Train,MAE,3.382399,31
GPR,Train,R2,0.994018,32
GPR,Train,RMSE,4.828701,32
GPR,Train,MAE,2.824814,32
GPR,Train,R2,0.988329,33
GPR,Train,RMSE,6.678267,33
GPR,Train,MAE,3.298656,33
GPR,Train,R2,0.988858,34
GPR,Train,RMSE,6.625977,34
GPR,Train,MAE,3.404896,34
GPR,Train,R2,0.985252,35
GPR,Train,RMSE,7.713026,35
GPR,Train,MAE,3.752811,35
GPR,Train,R2,0.983702,36
GPR,Train,RMSE,8.103207,36
GPR,Train,MAE,4.224741,36
GPR,Train,R2,0.990600,37
GPR,Train,RMSE,6.160409,37
GPR,Train,MAE,3.451257,37
GPR,Train,R2,0.985581,38
GPR,Train,RMSE,7.453409,38
GPR,Train,MAE,3.716798,38
GPR,Train,R2,0.988403,39
GPR,Train,RMSE,6.731521,39
GPR,Train,MAE,3.392175,39
GPR,Train,R2,0.987183,40
GPR,Train,RMSE,6.876605,40
GPR,Train,MAE,3.327946,40
GPR,Train,R2,0.991188,41
GPR,Train,RMSE,5.799563,41
GPR,Train,MAE,3.344816,41
GPR,Train,R2,0.987192,42
GPR,Train,RMSE,7.076565,42
GPR,Train,MAE,3.590997,42
GPR,Train,R2,0.965516,43
GPR,Train,RMSE,11.423722,43
GPR,Train,MAE,5.881513,43
GPR,Train,R2,0.989672,44
GPR,Train,RMSE,6.318503,44
GPR,Train,MAE,3.283363,44
GPR,Train,R2,0.988104,45
GPR,Train,RMSE,6.694827,45
GPR,Train,MAE,3.299778,45
GPR,Train,R2,0.989931,46
GPR,Train,RMSE,6.383180,46
GPR,Train,MAE,3.305677,46
GPR,Train,R2,0.987775,47
GPR,Train,RMSE,7.084406,47
GPR,Train,MAE,3.981490,47
GPR,Train,R2,0.985367,48
GPR,Train,RMSE,7.214909,48
GPR,Train,MAE,3.521899,48
GPR,Train,R2,0.988644,49
GPR,Train,RMSE,6.620951,49
GPR,Train,MAE,3.413345,49
GPR,Test,R2,0.926000,0
GPR,Test,RMSE,15.614425,0
GPR,Test,MAE,7.853132,0
GPR,Test,R2,0.973713,1
GPR,Test,RMSE,10.728823,1
GPR,Test,MAE,6.662644,1
GPR,Test,R2,0.938671,2
GPR,Test,RMSE,15.950136,2
GPR,Test,MAE,6.708160,2
GPR,Test,R2,0.933607,3
GPR,Test,RMSE,15.208436,3
GPR,Test,MAE,7.643127,3
GPR,Test,R2,0.980692,4
GPR,Test,RMSE,8.552317,4
GPR,Test,MAE,5.169292,4
GPR,Test,R2,0.947551,5
GPR,Test,RMSE,15.468072,5
GPR,Test,MAE,8.340388,5
GPR,Test,R2,0.919701,6
GPR,Test,RMSE,18.993168,6
GPR,Test,MAE,9.497792,6
GPR,Test,R2,0.929485,7
GPR,Test,RMSE,18.197440,7
GPR,Test,MAE,9.173339,7
GPR,Test,R2,0.904394,8
GPR,Test,RMSE,18.853377,8
GPR,Test,MAE,8.088787,8
GPR,Test,R2,0.945507,9
GPR,Test,RMSE,14.892994,9
GPR,Test,MAE,7.338750,9
GPR,Test,R2,0.954043,10
GPR,Test,RMSE,12.930932,10
GPR,Test,MAE,6.677807,10
GPR,Test,R2,0.942942,11
GPR,Test,RMSE,15.501626,11
GPR,Test,MAE,7.051806,11
GPR,Test,R2,0.903606,12
GPR,Test,RMSE,21.425414,12
GPR,Test,MAE,10.508617,12
GPR,Test,R2,0.922915,13
GPR,Test,RMSE,18.277824,13
GPR,Test,MAE,9.261631,13
GPR,Test,R2,0.923860,14
GPR,Test,RMSE,19.571784,14
GPR,Test,MAE,9.664169,14
GPR,Test,R2,0.905842,15
GPR,Test,RMSE,17.805984,15
GPR,Test,MAE,7.995162,15
GPR,Test,R2,0.950186,16
GPR,Test,RMSE,13.866458,16
GPR,Test,MAE,6.840633,16
GPR,Test,R2,0.932683,17
GPR,Test,RMSE,16.348586,17
GPR,Test,MAE,7.365457,17
GPR,Test,R2,0.936313,18
GPR,Test,RMSE,16.747082,18
GPR,Test,MAE,8.286428,18
GPR,Test,R2,0.896118,19
GPR,Test,RMSE,20.319295,19
GPR,Test,MAE,9.726978,19
GPR,Test,R2,0.828620,20
GPR,Test,RMSE,25.387649,20
GPR,Test,MAE,12.346827,20
GPR,Test,R2,0.925636,21
GPR,Test,RMSE,16.581751,21
GPR,Test,MAE,7.913754,21
GPR,Test,R2,0.894120,22
GPR,Test,RMSE,20.667501,22
GPR,Test,MAE,9.857830,22
GPR,Test,R2,0.948116,23
GPR,Test,RMSE,12.902342,23
GPR,Test,MAE,6.374885,23
GPR,Test,R2,0.964326,24
GPR,Test,RMSE,11.018077,24
GPR,Test,MAE,6.678171,24
GPR,Test,R2,0.940980,25
GPR,Test,RMSE,15.723227,25
GPR,Test,MAE,7.502272,25
GPR,Test,R2,0.906154,26
GPR,Test,RMSE,17.953778,26
GPR,Test,MAE,9.383093,26
GPR,Test,R2,0.913692,27
GPR,Test,RMSE,16.273343,27
GPR,Test,MAE,8.165524,27
GPR,Test,R2,0.895978,28
GPR,Test,RMSE,20.568820,28
GPR,Test,MAE,10.791609,28
GPR,Test,R2,0.868689,29
GPR,Test,RMSE,23.098952,29
GPR,Test,MAE,11.769322,29
GPR,Test,R2,0.919160,30
GPR,Test,RMSE,18.731767,30
GPR,Test,MAE,8.643183,30
GPR,Test,R2,0.872758,31
GPR,Test,RMSE,22.202938,31
GPR,Test,MAE,10.277916,31
GPR,Test,R2,0.946936,32
GPR,Test,RMSE,14.179610,32
GPR,Test,MAE,8.386318,32
GPR,Test,R2,0.966896,33
GPR,Test,RMSE,11.639777,33
GPR,Test,MAE,7.138817,33
GPR,Test,R2,0.917005,34
GPR,Test,RMSE,17.336465,34
GPR,Test,MAE,7.762725,34
GPR,Test,R2,0.857944,35
GPR,Test,RMSE,21.322107,35
GPR,Test,MAE,9.733237,35
GPR,Test,R2,0.922818,36
GPR,Test,RMSE,15.851689,36
GPR,Test,MAE,9.391285,36
GPR,Test,R2,0.925294,37
GPR,Test,RMSE,15.467889,37
GPR,Test,MAE,8.886515,37
GPR,Test,R2,0.863997,38
GPR,Test,RMSE,23.225180,38
GPR,Test,MAE,10.249614,38
GPR,Test,R2,0.965628,39
GPR,Test,RMSE,11.359580,39
GPR,Test,MAE,7.129121,39
GPR,Test,R2,0.964778,40
GPR,Test,RMSE,12.747069,40
GPR,Test,MAE,6.955597,40
GPR,Test,R2,0.922948,41
GPR,Test,RMSE,17.793577,41
GPR,Test,MAE,7.962215,41
GPR,Test,R2,0.936471,42
GPR,Test,RMSE,15.415048,42
GPR,Test,MAE,7.646489,42
GPR,Test,R2,0.941200,43
GPR,Test,RMSE,15.783819,43
GPR,Test,MAE,9.007569,43
GPR,Test,R2,0.912038,44
GPR,Test,RMSE,18.555701,44
GPR,Test,MAE,9.011580,44
GPR,Test,R2,0.983609,45
GPR,Test,RMSE,8.391162,45
GPR,Test,MAE,5.312389,45
GPR,Test,R2,0.832906,46
GPR,Test,RMSE,23.120859,46
GPR,Test,MAE,11.461785,46
GPR,Test,R2,0.850311,47
GPR,Test,RMSE,21.013698,47
GPR,Test,MAE,8.169278,47
GPR,Test,R2,0.968718,48
GPR,Test,RMSE,12.655437,48
GPR,Test,MAE,7.418458,48
GPR,Test,R2,0.945092,49
GPR,Test,RMSE,14.706927,49
GPR,Test,MAE,7.616906,49
SVR,Train,R2,0.989944,0
SVR,Train,RMSE,6.358032,0
SVR,Train,MAE,2.983403,0
SVR,Train,R2,0.985528,1
SVR,Train,RMSE,7.362420,1
SVR,Train,MAE,2.669581,1
SVR,Train,R2,0.980491,2
SVR,Train,RMSE,8.618403,2
SVR,Train,MAE,3.301889,2
SVR,Train,R2,0.984429,3
SVR,Train,RMSE,7.867216,3
SVR,Train,MAE,2.972370,3
SVR,Train,R2,0.983393,4
SVR,Train,RMSE,8.045974,4
SVR,Train,MAE,3.363045,4
SVR,Train,R2,0.978412,5
SVR,Train,RMSE,8.937782,5
SVR,Train,MAE,3.078601,5
SVR,Train,R2,0.993527,6
SVR,Train,RMSE,4.907212,6
SVR,Train,MAE,2.677199,6
SVR,Train,R2,0.991336,7
SVR,Train,RMSE,5.636268,7
SVR,Train,MAE,2.770425,7
SVR,Train,R2,0.991199,8
SVR,Train,RMSE,5.870465,8
SVR,Train,MAE,2.970269,8
SVR,Train,R2,0.990193,9
SVR,Train,RMSE,6.124522,9
SVR,Train,MAE,3.153862,9
SVR,Train,R2,0.991292,10
SVR,Train,RMSE,5.855051,10
SVR,Train,MAE,3.032981,10
SVR,Train,R2,0.983282,11
SVR,Train,RMSE,7.961144,11
SVR,Train,MAE,3.251982,11
SVR,Train,R2,0.988437,12
SVR,Train,RMSE,6.493313,12
SVR,Train,MAE,3.270911,12
SVR,Train,R2,0.992507,13
SVR,Train,RMSE,5.307862,13
SVR,Train,MAE,2.812161,13
SVR,Train,R2,0.990614,14
SVR,Train,RMSE,5.798991,14
SVR,Train,MAE,2.832697,14
SVR,Train,R2,0.992212,15
SVR,Train,RMSE,5.583855,15
SVR,Train,MAE,2.828229,15
SVR,Train,R2,0.991972,16
SVR,Train,RMSE,5.581313,16
SVR,Train,MAE,3.201553,16
SVR,Train,R2,0.980749,17
SVR,Train,RMSE,8.611052,17
SVR,Train,MAE,3.160772,17
SVR,Train,R2,0.982738,18
SVR,Train,RMSE,8.037579,18
SVR,Train,MAE,3.129960,18
SVR,Train,R2,0.984511,19
SVR,Train,RMSE,7.723280,19
SVR,Train,MAE,3.104216,19
SVR,Train,R2,0.985297,20
SVR,Train,RMSE,7.577728,20
SVR,Train,MAE,2.997083,20
SVR,Train,R2,0.992812,21
SVR,Train,RMSE,5.309398,21
SVR,Train,MAE,2.803771,21
SVR,Train,R2,0.990360,22
SVR,Train,RMSE,6.080536,22
SVR,Train,MAE,3.116758,22
SVR,Train,R2,0.983661,23
SVR,Train,RMSE,8.114434,23
SVR,Train,MAE,3.116435,23
SVR,Train,R2,0.982474,24
SVR,Train,RMSE,8.363686,24
SVR,Train,MAE,3.200999,24
SVR,Train,R2,0.991516,25
SVR,Train,RMSE,5.675827,25
SVR,Train,MAE,2.911353,25
SVR,Train,R2,0.991657,26
SVR,Train,RMSE,5.767421,26
SVR,Train,MAE,2.831637,26
SVR,Train,R2,0.986316,27
SVR,Train,RMSE,7.461221,27
SVR,Train,MAE,2.933733,27
SVR,Train,R2,0.991878,28
SVR,Train,RMSE,5.575810,28
SVR,Train,MAE,2.770019,28
SVR,Train,R2,0.992303,29
SVR,Train,RMSE,5.428397,29
SVR,Train,MAE,2.585015,29
SVR,Train,R2,0.985433,30
SVR,Train,RMSE,7.398858,30
SVR,Train,MAE,3.185747,30
SVR,Train,R2,0.992022,31
SVR,Train,RMSE,5.560977,31
SVR,Train,MAE,2.688348,31
SVR,Train,R2,0.984053,32
SVR,Train,RMSE,7.884155,32
SVR,Train,MAE,3.002652,32
SVR,Train,R2,0.994442,33
SVR,Train,RMSE,4.608468,33
SVR,Train,MAE,2.530368,33
SVR,Train,R2,0.980808,34
SVR,Train,RMSE,8.696438,34
SVR,Train,MAE,2.946386,34
SVR,Train,R2,0.991912,35
SVR,Train,RMSE,5.711986,35
SVR,Train,MAE,2.831360,35
SVR,Train,R2,0.985027,36
SVR,Train,RMSE,7.766763,36
SVR,Train,MAE,2.962165,36
SVR,Train,R2,0.992409,37
SVR,Train,RMSE,5.535914,37
SVR,Train,MAE,2.657758,37
SVR,Train,R2,0.990874,38
SVR,Train,RMSE,5.929767,38
SVR,Train,MAE,2.924467,38
SVR,Train,R2,0.987433,39
SVR,Train,RMSE,7.007322,39
SVR,Train,MAE,3.043830,39
SVR,Train,R2,0.980141,40
SVR,Train,RMSE,8.559671,40
SVR,Train,MAE,3.099430,40
SVR,Train,R2,0.990420,41
SVR,Train,RMSE,6.046959,41
SVR,Train,MAE,3.058808,41
SVR,Train,R2,0.989387,42
SVR,Train,RMSE,6.441487,42
SVR,Train,MAE,2.908922,42
SVR,Train,R2,0.988964,43
SVR,Train,RMSE,6.462728,43
SVR,Train,MAE,2.997359,43
SVR,Train,R2,0.969134,44
SVR,Train,RMSE,10.922993,44
SVR,Train,MAE,3.851372,44
SVR,Train,R2,0.994655,45
SVR,Train,RMSE,4.487451,45
SVR,Train,MAE,2.606650,45
SVR,Train,R2,0.993152,46
SVR,Train,RMSE,5.263857,46
SVR,Train,MAE,2.863326,46
SVR,Train,R2,0.988766,47
SVR,Train,RMSE,6.791040,47
SVR,Train,MAE,3.495184,47
SVR,Train,R2,0.986875,48
SVR,Train,RMSE,6.832947,48
SVR,Train,MAE,2.934839,48
SVR,Train,R2,0.992663,49
SVR,Train,RMSE,5.321743,49
SVR,Train,MAE,3.008964,49
SVR,Test,R2,0.923425,0
SVR,Test,RMSE,15.883759,0
SVR,Test,MAE,6.977328,0
SVR,Test,R2,0.977092,1
SVR,Test,RMSE,10.015524,1
SVR,Test,MAE,5.643010,1
SVR,Test,R2,0.898075,2
SVR,Test,RMSE,20.562332,2
SVR,Test,MAE,7.227782,2
SVR,Test,R2,0.938509,3
SVR,Test,RMSE,14.636302,3
SVR,Test,MAE,6.572531,3
SVR,Test,R2,0.963900,4
SVR,Test,RMSE,11.694232,4
SVR,Test,MAE,6.392915,4
SVR,Test,R2,0.924016,5
SVR,Test,RMSE,18.617774,5
SVR,Test,MAE,7.778347,5
SVR,Test,R2,0.910562,6
SVR,Test,RMSE,20.044802,6
SVR,Test,MAE,7.682310,6
SVR,Test,R2,0.967999,7
SVR,Test,RMSE,12.259003,7
SVR,Test,MAE,6.310602,7
SVR,Test,R2,0.824690,8
SVR,Test,RMSE,25.530035,8
SVR,Test,MAE,9.653245,8
SVR,Test,R2,0.935060,9
SVR,Test,RMSE,16.258012,9
SVR,Test,MAE,6.652408,9
SVR,Test,R2,0.936939,10
SVR,Test,RMSE,15.147131,10
SVR,Test,MAE,6.491427,10
SVR,Test,R2,0.956742,11
SVR,Test,RMSE,13.497573,11
SVR,Test,MAE,5.307427,11
SVR,Test,R2,0.860388,12
SVR,Test,RMSE,25.784980,12
SVR,Test,MAE,10.392998,12
SVR,Test,R2,0.916153,13
SVR,Test,RMSE,19.062549,13
SVR,Test,MAE,8.128250,13
SVR,Test,R2,0.969314,14
SVR,Test,RMSE,12.425040,14
SVR,Test,MAE,7.218181,14
SVR,Test,R2,0.807128,15
SVR,Test,RMSE,25.484232,15
SVR,Test,MAE,10.120748,15
SVR,Test,R2,0.923051,16
SVR,Test,RMSE,17.234271,16
SVR,Test,MAE,6.699005,16
SVR,Test,R2,0.896548,17
SVR,Test,RMSE,20.266965,17
SVR,Test,MAE,7.330152,17
SVR,Test,R2,0.946903,18
SVR,Test,RMSE,15.291581,18
SVR,Test,MAE,7.216311,18
SVR,Test,R2,0.946129,19
SVR,Test,RMSE,14.632454,19
SVR,Test,MAE,7.250730,19
SVR,Test,R2,0.768828,20
SVR,Test,RMSE,29.485568,20
SVR,Test,MAE,13.371141,20
SVR,Test,R2,0.856513,21
SVR,Test,RMSE,23.033170,21
SVR,Test,MAE,9.651707,21
SVR,Test,R2,0.862703,22
SVR,Test,RMSE,23.534843,22
SVR,Test,MAE,10.781066,22
SVR,Test,R2,0.928969,23
SVR,Test,RMSE,15.096510,23
SVR,Test,MAE,6.682557,23
SVR,Test,R2,0.958434,24
SVR,Test,RMSE,11.893195,24
SVR,Test,MAE,6.426598,24
SVR,Test,R2,0.926534,25
SVR,Test,RMSE,17.542311,25
SVR,Test,MAE,6.779346,25
SVR,Test,R2,0.870228,26
SVR,Test,RMSE,21.112461,26
SVR,Test,MAE,7.596106,26
SVR,Test,R2,0.924999,27
SVR,Test,RMSE,15.170004,27
SVR,Test,MAE,7.723008,27
SVR,Test,R2,0.878460,28
SVR,Test,RMSE,22.233436,28
SVR,Test,MAE,9.196296,28
SVR,Test,R2,0.798304,29
SVR,Test,RMSE,28.627953,29
SVR,Test,MAE,11.949844,29
SVR,Test,R2,0.883146,30
SVR,Test,RMSE,22.521039,30
SVR,Test,MAE,8.861272,30
SVR,Test,R2,0.795449,31
SVR,Test,RMSE,28.151197,31
SVR,Test,MAE,11.346757,31
SVR,Test,R2,0.964815,32
SVR,Test,RMSE,11.546201,32
SVR,Test,MAE,6.265509,32
SVR,Test,R2,0.977801,33
SVR,Test,RMSE,9.531695,33
SVR,Test,MAE,5.679649,33
SVR,Test,R2,0.856388,34
SVR,Test,RMSE,22.805029,34
SVR,Test,MAE,8.458484,34
SVR,Test,R2,0.746873,35
SVR,Test,RMSE,28.462295,35
SVR,Test,MAE,11.909726,35
SVR,Test,R2,0.918548,36
SVR,Test,RMSE,16.284235,36
SVR,Test,MAE,8.239615,36
SVR,Test,R2,0.969130,37
SVR,Test,RMSE,9.943155,37
SVR,Test,MAE,5.758871,37
SVR,Test,R2,0.757033,38
SVR,Test,RMSE,31.042654,38
SVR,Test,MAE,11.769020,38
SVR,Test,R2,0.952500,39
SVR,Test,RMSE,13.353871,39
SVR,Test,MAE,6.787675,39
SVR,Test,R2,0.951243,40
SVR,Test,RMSE,14.997598,40
SVR,Test,MAE,6.575669,40
SVR,Test,R2,0.903969,41
SVR,Test,RMSE,19.864488,41
SVR,Test,MAE,8.125233,41
SVR,Test,R2,0.844785,42
SVR,Test,RMSE,24.094876,42
SVR,Test,MAE,10.999458,42
SVR,Test,R2,0.939615,43
SVR,Test,RMSE,15.995198,43
SVR,Test,MAE,7.576085,43
SVR,Test,R2,0.904768,44
SVR,Test,RMSE,19.307269,44
SVR,Test,MAE,8.148254,44
SVR,Test,R2,0.986984,45
SVR,Test,RMSE,7.477654,45
SVR,Test,MAE,4.761597,45
SVR,Test,R2,0.726735,46
SVR,Test,RMSE,29.567592,46
SVR,Test,MAE,12.285949,46
SVR,Test,R2,0.780664,47
SVR,Test,RMSE,25.436851,47
SVR,Test,MAE,8.482965,47
SVR,Test,R2,0.986260,48
SVR,Test,RMSE,8.387305,48
SVR,Test,MAE,4.694768,48
SVR,Test,R2,0.941622,49
SVR,Test,RMSE,15.164459,49
SVR,Test,MAE,6.869632,49
